article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
36ac340c6e1c,2026-09-07 13:38:34,2025-08-01 07:00:00,Player — Avenida,Upscale Germantown apartment community sold to Chicago firm - The Business Journals,https://news.google.com/rss/articles/CBMipwFBVV95cUxQdTBTSE9UczBKdmkybXlWclRWbmx5VkRyWXdGTUN0T1o0YWN6N2FJVFhqMWp3eDlHNXFVVFdCMldHaHVVWUJIT0p1TlU0YmgzY0wyVnZmeDdHbGRpaW5kdzFzb1VSZ2VFb1VUTEk3X0F2Qjl0RWpfbTk0M0o0VGNuZWsxRDdWTnVyOTBoYzl2T0MtRi1NVHMxMWZKaGNJaXUtdFV5THJUbw?oc=5,Upscale Germantown apartment community sold to Chicago firm    The Business Journals,False,,,,Active Adult,,,False,
36e39faa35e8,2026-09-07 13:38:35,2025-08-29 07:00:00,Player — Affinity Living Communities,Senior living provider faces multiple lawsuits over alleged loan defaults - McKnight's Senior Living,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNbUxpWFNYdi1fZFZNN184aFhTYnd1b1VUU1NsWDhqcHBvTW5YX3RuVVpxQjRCY2N0VXRKb1lta0JPQzFvbUxuR0hUd2FTX2ptNnU3eUVaUDVlUzZDVS1wNlM5R2JIOEZqV1lodEc0MHRza2IwbHdQTlY4QUdBc0Nad1pZaUZqMWd3bC1WRnJWWFktblV5MzVJeW1oamp5eUJTeEFsT2NSV3RGVDk4SzZXTGVxbjkzaGZm?oc=5,Senior living provider faces multiple lawsuits over alleged loan defaults    McKnight's Senior Living,False,,,,Active Adult,,,False,
